"";"idindicador";"iddepto";"nomdepto";"idmpio";"nommpio";"year";"idindicador"
"14676";"ttdiesti";17;"caldas";17877;"viterbo";"2010";14,93
"14677";"ttdiesti";17;"caldas";17616;"risaralda";"2010";20,28
"14678";"pcrparin";13;"bolivar";13160;"cantagallo";"2010";95,15
"14679";"ttdiesti";76;"valle del cauca";76892;"yumbo";"2010";12,72
"14680";"cgrnacim";70;"sucre";NA;NA;"2010";29655
"14681";"igrtgfec";5;"antioquia";NA;NA;"2010";NA
"14682";"ttdiesti";50;"meta";50450;"puerto concordia";"2010";29,54
"14683";"pcrparin";25;"cundinamarca";25398;"la pena";"2010";98,08
"14684";"pcrparin";13;"bolivar";13838;"turbana";"2010";99,38
"14685";"ttdiesti";5;"antioquia";5055;"argelia";"2010";20
"14686";"ttdiesti";52;"narino";52435;"mallama";"2010";31,82
"14687";"ttdiesti";44;"la guajira";44420;"la jagua del pilar";"2010";19,1
"14688";"pcrparin";73;"tolima";73770;"suarez";"2010";97,96
"14689";"ttdiesti";76;"valle del cauca";76130;"candelaria";"2010";13,37
"14690";"ttdiesti";85;"casanare";85440;"villanueva";"2010";35,32
"14691";"ttdiesti";25;"cundinamarca";25518;"paime";"2010";26,03
"14692";"pcrparin";66;"risaralda";66318;"guatica";"2010";97,08
"14693";"ttdiesti";25;"cundinamarca";25843;"villa de san diego de ubate";"2010";12,48
"14694";"ttdiesti";18;"caqueta";18247;"el doncello";"2010";23,17
"14695";"pcrparin";15;"boyaca";15362;"iza";"2010";100
"14696";"pcrparin";8;"atlantico";8001;"barranquilla";"2010";99,89
"14697";"pcrparin";54;"n.santander";54743;"silos";"2010";93,26
"14698";"pcrparin";68;"santander";68176;"chima";"2010";95,24
"14699";"ttdiesti";41;"huila";41006;"acevedo";"2010";30,54
"14700";"pcrparin";19;"cauca";19130;"cajibio";"2010";85,76
"14701";"ttdiesti";54;"n.santander";54125;"cacota";"2010";25,77
"14702";"pcrparin";47;"magdalena";47318;"guamal";"2010";96,6
"14703";"pcrparin";70;"sucre";70001;"sincelejo";"2010";99,68
"14704";"pcrparin";8;"atlantico";8520;"palmar de varela";"2010";99,68
"14705";"ttdiesti";25;"cundinamarca";25040;"anolaima";"2010";16,2
"14706";"pcrparin";54;"n.santander";54003;"abrego";"2010";100
"14707";"pcrparin";41;"huila";41359;"isnos";"2010";98
"14708";"pcrparin";70;"sucre";70221;"covenas";"2010";100
"14709";"pcrparin";15;"boyaca";15550;"pisba";"2010";92,86
"14710";"ttdiesti";15;"boyaca";15215;"corrales";"2010";13,81
"14711";"pcrparin";52;"narino";52083;"belen";"2010";98,57
"14712";"ttdiesti";5;"antioquia";5154;"caucasia";"2010";19,17
"14713";"ttdiesti";13;"bolivar";13244;"el carmen de bolivar";"2010";32,23
"14714";"pcrparin";19;"cauca";19256;"el tambo";"2010";78,8
"14715";"pbrmivih";15;"boyaca";NA;NA;"2010";NA
"14716";"pbehtaco";19;"cauca";NA;NA;"2010";NA
"14717";"ttdiesti";20;"cesar";20011;"aguachica";"2010";19,79
"14718";"ttdiesti";94;"guainia";94884;"puerto colombia *";"2010";38,05
"14719";"pcrparin";13;"bolivar";13490;"norosi";"2010";95,24
"14720";"ttdiesti";52;"narino";52520;"francisco pizarro";"2010";30,72
"14721";"pcrparin";63;"quindio";63302;"genova";"2010";98,06
"14722";"ttdiesti";52;"narino";52585;"pupiales";"2010";21,82
"14723";"cgrnacim";25;"cundinamarca";NA;NA;"2010";23154
"14724";"pcrparin";52;"narino";52227;"cumbal";"2010";89,16
"14725";"ttdiesti";94;"guainia";94883;"san felipe *";"2010";31,34
"14726";"ctrmormt";19;"cauca";NA;NA;"2010";23
"14727";"pgeembar";47;"magdalena";NA;NA;"2010";20,4
"14728";"pcrparin";15;"boyaca";15638;"sachica";"2010";98,41
"14729";"ttdiesti";5;"antioquia";5051;"arboletes";"2010";23,67
"14730";"pcrparin";85;"casanare";85010;"aguazul";"2010";99,47
"14731";"rtrmorpu";99;"vichada";NA;NA;"2010";118,34
"14732";"pbepredg";15;"boyaca";NA;NA;"2010";3,2
"14733";"rgrtgfec";52;"narino";NA;NA;"2010";NA
"14734";"ptrldeng";19;"cauca";NA;NA;"2010";3
"14735";"pcrparin";54;"n.santander";54810;"tibu";"2010";96,86
"14736";"ttdiesti";47;"magdalena";47170;"chibolo";"2010";26,07
"14737";"ttdiesti";68;"santander";68020;"albania";"2010";27,22
"14738";"ttdiesti";5;"antioquia";5045;"apartado";"2010";13,76
"14739";"pcrparin";52;"narino";52678;"samaniego";"2010";98,6
"14740";"ttdiesti";27;"choco";27077;"bajo baudo";"2010";53,7
"14741";"caelacex";54;"n.santander";NA;NA;"2010";0,7
"14742";"ttdiesti";94;"guainia";94001;"inirida";"2010";33,21
"14743";"ttdiesti";5;"antioquia";5659;"san juan de uraba";"2010";32,23
"14744";"ttdiesti";73;"tolima";73520;"palocabildo";"2010";25,3
"14745";"pbehtaco";63;"quindio";NA;NA;"2010";NA
"14746";"pcrparin";25;"cundinamarca";25402;"la vega";"2010";97,17
"14747";"pcrparin";50;"meta";50006;"acacias";"2010";99,66
"14748";"pcrparin";52;"narino";52110;"buesaco";"2010";98,56
"14749";"pcrperca";85;"casanare";NA;NA;"2010";98,37687432
"14750";"pcrparin";52;"narino";52399;"la union";"2010";98,67
"14751";"ttdiesti";86;"putumayo";86749;"sibundoy";"2010";14,93
"14752";"ttdiesti";44;"la guajira";44090;"dibulla";"2010";25,54
"14753";"ttdiesti";47;"magdalena";47551;"pivijay";"2010";28,49
"14754";"pcrparin";76;"valle del cauca";NA;NA;"2010";99,2705546
"14755";"ttdiesti";13;"bolivar";13042;"arenal";"2010";20,67
"14756";"pcrparin";76;"valle del cauca";76248;"el cerrito";"2010";99,63
"14757";"pcrparin";68;"santander";68673;"san benito";"2010";100
"14758";"pcrparin";15;"boyaca";15753;"soata";"2010";100
"14759";"ttdiesti";52;"narino";52427;"magui";"2010";36,48
"14760";"pcrparin";68;"santander";68152;"carcasi";"2010";97,26
"14761";"pcrparin";68;"santander";68468;"molagavita";"2010";100
"14762";"pcrrncpn";63;"quindio";NA;NA;"2010";91,84
"14763";"pcrparin";20;"cesar";20238;"el copey";"2010";98,8
"14764";"ttdiesti";17;"caldas";17388;"la merced";"2010";17,39
"14765";"ttdiesti";5;"antioquia";5093;"betulia";"2010";19,59
"14766";"ttdiesti";5;"antioquia";5792;"tarso";"2010";22,63
"14767";"pcrparin";52;"narino";52490;"olaya herrera";"2010";95,27
"14768";"ttdiesti";68;"santander";68855;"valle de san jose";"2010";19,61
"14769";"ttdiesti";54;"n.santander";54498;"ocana";"2010";11,52
"14770";"ttdiesti";47;"magdalena";47660;"sabanas de san angel";"2010";37,06
"14771";"pcrparin";19;"cauca";19355;"inza";"2010";95,84
"14772";"pcrparin";66;"risaralda";66001;"pereira";"2010";99,65
"14773";"pcrparin";76;"valle del cauca";76113;"bugalagrande";"2010";99,58
"14774";"pbrmivih";52;"narino";NA;NA;"2010";4,5
"14775";"pcrparin";5;"antioquia";5736;"segovia";"2010";98,29
"14776";"ttdiesti";19;"cauca";19780;"suarez";"2010";28,51
"14777";"ttdiesti";5;"antioquia";5364;"jardin";"2010";14,21
"14778";"ttdiesti";23;"cordoba";23855;"valencia";"2010";29,4
"14779";"pcrparin";50;"meta";50251;"el castillo";"2010";97,03
"14780";"pcrparin";47;"magdalena";47692;"san sebastian de buenavista";"2010";98,73
"14781";"ttdiesti";73;"tolima";73319;"guamo";"2010";23,22
"14782";"pcrparin";68;"santander";68322;"guapota";"2010";100
"14783";"rgrtgfec";13;"bolivar";NA;NA;"2010";NA
"14784";"pcrparin";17;"caldas";17873;"villamaria";"2010";99,42
"14785";"ttdiesti";68;"santander";68686;"san miguel";"2010";30,25
"14786";"pcrparin";25;"cundinamarca";25269;"facatativa";"2010";99,54
"14787";"ctrmormt";17;"caldas";NA;NA;"2010";8
"14788";"pcrparin";88;"san andres";88564;"providencia";"2010";100
"14789";"pcrperca";18;"caqueta";NA;NA;"2010";98,79233759
"14790";"pcrparin";5;"antioquia";5021;"alejandria";"2010";98,11
"14791";"pcrparin";73;"tolima";73148;"carmen de apicala";"2010";100
"14792";"pcrparin";15;"boyaca";15296;"gameza";"2010";98,95
"14793";"ttdiesti";76;"valle del cauca";NA;NA;"2010";13,37525693
"14794";"pcrparin";68;"santander";68207;"concepcion";"2010";98,82
"14795";"pcrparin";86;"putumayo";86569;"puerto caicedo";"2010";80,53
"14796";"pcrparin";15;"boyaca";15516;"paipa";"2010";99,53
"14797";"pcrparin";5;"antioquia";5490;"necocli";"2010";97,72
"14798";"ttdnesti";17;"caldas";NA;NA;"2010";15,77948877
"14799";"ttdiesti";68;"santander";68615;"rionegro";"2010";16,37
"14800";"pcrparin";13;"bolivar";13667;"san martin de loba";"2010";99,07
"14801";"ttdiesti";66;"risaralda";66383;"la celia";"2010";14,61
"14802";"ttdiesti";41;"huila";41548;"pital";"2010";24,55
"14803";"pcrparin";52;"narino";52788;"tangua";"2010";98,9
"14804";"pcrparin";13;"bolivar";13873;"villa nueva";"2010";96,35
"14805";"ttdiesti";41;"huila";41026;"altamira";"2010";15,38
"14806";"pcrparin";25;"cundinamarca";25295;"gachancipa";"2010";100
"14807";"igrtgfec";25;"cundinamarca";NA;NA;"2010";NA
"14808";"pcrparin";15;"boyaca";15464;"mongua";"2010";88,04
"14809";"caelacex";15;"boyaca";NA;NA;"2010";4,5
"14810";"ttdiesti";18;"caqueta";18001;"florencia";"2010";15,71
"14811";"pcrparin";5;"antioquia";5895;"zaragoza";"2010";98,25
"14812";"ttdiesti";95;"guaviare";95015;"calamar";"2010";29,2
"14813";"pcrparin";68;"santander";68464;"mogotes";"2010";98,1
"14814";"pcrparin";17;"caldas";17662;"samana";"2010";97,36
"14815";"pcrparin";15;"boyaca";15690;"santa maria";"2010";96,43
"14816";"ttdiesti";15;"boyaca";15491;"nobsa";"2010";12,84
"14817";"ttdiesti";68;"santander";68773;"sucre";"2010";27,1
"14818";"igrtgfec";44;"la guajira";NA;NA;"2010";NA
"14819";"ttdiesti";20;"cesar";20060;"bosconia";"2010";18,76
"14820";"ttdiesti";5;"antioquia";5631;"sabaneta";"2010";10,87
"14821";"pcrparin";63;"quindio";63690;"salento";"2010";98,36
"14822";"ttdiesti";25;"cundinamarca";25322;"guasca";"2010";16,38
"14823";"pbepredg";27;"choco";NA;NA;"2010";6,3
"14824";"igrtgfec";15;"boyaca";NA;NA;"2010";NA
"14825";"ttdiesti";47;"magdalena";47707;"santa ana";"2010";19,36
"14826";"igrtgfec";47;"magdalena";NA;NA;"2010";NA
"14827";"pcrparin";54;"n.santander";54261;"el zulia";"2010";100
"14828";"pcrparin";5;"antioquia";5051;"arboletes";"2010";97,79
"14829";"pcrrncpn";23;"cordoba";NA;NA;"2010";85,16
"14830";"pcrparin";73;"tolima";73461;"murillo";"2010";96,05
"14831";"pcrparin";19;"cauca";19142;"caloto";"2010";95,06
"14832";"pcrrncpn";25;"cundinamarca";NA;NA;"2010";87,5
"14833";"ttdiesti";47;"magdalena";47161;"cerro san antonio";"2010";22,82
"14834";"ttdiesti";5;"antioquia";5206;"concepcion";"2010";15,04
"14835";"caelacex";85;"casanare";NA;NA;"2010";4,6
"14836";"rtrmorpu";88;"san andres";NA;NA;"2010";0
"14837";"ttdnesti";94;"guainia";NA;NA;"2010";NA
"14838";"pcrparin";25;"cundinamarca";25224;"cucunuba";"2010";99,17
"14839";"ttdiesti";41;"huila";41872;"villavieja";"2010";22,11
"14840";"pcrparin";19;"cauca";19573;"puerto tejada";"2010";99,29
"14841";"pcrparin";27;"choco";27800;"unguia";"2010";95,56
"14842";"caelacex";68;"santander";NA;NA;"2010";2,9
"14843";"ttdnesti";63;"quindio";NA;NA;"2010";15,34288454
"14844";"pcrparin";52;"narino";52036;"ancuya";"2010";98,72
"14845";"pbepredc";68;"santander";NA;NA;"2010";8,6
"14846";"ttdiesti";15;"boyaca";15494;"nuevo colon";"2010";16,85
"14847";"pcrparin";54;"n.santander";54172;"chinacota";"2010";100
"14848";"ttdiesti";5;"antioquia";5490;"necocli";"2010";34,55
"14849";"pcrparin";68;"santander";68324;"guavata";"2010";88,24
"14850";"pcrparin";19;"cauca";19318;"guapi";"2010";94,92
"14851";"pcrparin";27;"choco";27600;"rio quito";"2010";91,01
"14852";"pcrparin";50;"meta";50606;"restrepo";"2010";98,56
"14853";"pcrparin";25;"cundinamarca";25743;"silvania";"2010";98,15
"14854";"pcrparin";15;"boyaca";15759;"sogamoso";"2010";99,73
"14855";"ttdiesti";15;"boyaca";15774;"susacon";"2010";21,45
"14856";"ttdiesti";27;"choco";27425;"medio atrato";"2010";45,12
"14857";"ttdiesti";68;"santander";68298;"gambita";"2010";25,24
"14858";"ttdiesti";5;"antioquia";5036;"angelopolis";"2010";13,24
"14859";"ttdiesti";41;"huila";41319;"guadalupe";"2010";18,08
"14860";"pcrparin";18;"caqueta";18029;"albania";"2010";96,88
"14861";"pcrparin";25;"cundinamarca";25019;"alban";"2010";100
"14862";"pcrparin";68;"santander";68167;"charala";"2010";97,97
"14863";"pcrparin";15;"boyaca";15189;"cienega";"2010";100
"14864";"pcrparin";27;"choco";27099;"bojaya";"2010";86,67
"14865";"pcrparin";5;"antioquia";5101;"ciudad bolivar";"2010";99,3
"14866";"ttdiesti";15;"boyaca";15759;"sogamoso";"2010";12,65
"14867";"pcrparin";15;"boyaca";15244;"el cocuy";"2010";96,51
"14868";"pcrparin";44;"la guajira";NA;NA;"2010";96,28119393
"14869";"ttdiesti";17;"caldas";17653;"salamina";"2010";13,1
"14870";"pcrparin";41;"huila";41797;"tesalia";"2010";96,51
"14871";"pcrparin";95;"guaviare";95200;"miraflores";"2010";91,78
"14872";"pcrparin";68;"santander";68101;"bolivar";"2010";100
"14873";"ttdiesti";50;"meta";50350;"la macarena";"2010";25,17
"14874";"pbepredc";5;"antioquia";NA;NA;"2010";10,2
"14875";"pcrparin";95;"guaviare";95025;"el retorno";"2010";97,3
"14876";"pcrparin";18;"caqueta";NA;NA;"2010";99,00055525
"14877";"pcrparin";13;"bolivar";13062;"arroyohondo";"2010";100
"14878";"pcrparin";76;"valle del cauca";76400;"la union";"2010";99,75
"14879";"pcrparin";54;"n.santander";54344;"hacari";"2010";99,07
"14880";"ttdiesti";73;"tolima";73200;"coello";"2010";28,01
"14881";"igrtgfec";52;"narino";NA;NA;"2010";NA
"14882";"pcrparin";68;"santander";68755;"socorro";"2010";100
"14883";"ttdiesti";5;"antioquia";5147;"carepa";"2010";25,94
"14884";"pcrparin";66;"risaralda";66075;"balboa";"2010";100
"14885";"ttdiesti";13;"bolivar";13458;"montecristo";"2010";24,01
"14886";"ctrmormt";68;"santander";NA;NA;"2010";13
"14887";"ttdiesti";5;"antioquia";5543;"peque";"2010";26,06
"14888";"ttdiesti";25;"cundinamarca";25214;"cota";"2010";11,52
"14889";"pcrparin";76;"valle del cauca";76863;"versalles";"2010";96,97
"14890";"ttdiesti";52;"narino";52227;"cumbal";"2010";22,72
"14891";"pcrparin";13;"bolivar";13600;"rio viejo";"2010";100
"14892";"pcrparin";5;"antioquia";5543;"peque";"2010";92,47
"14893";"pcrparin";15;"boyaca";15676;"san miguel de sema";"2010";98,25
"14894";"pcrparin";41;"huila";41244;"elias";"2010";100
"14895";"pbepredg";73;"tolima";NA;NA;"2010";2,2
"14896";"pcrparin";25;"cundinamarca";25320;"guaduas";"2010";99,09
"14897";"pcrparin";70;"sucre";70473;"morroa";"2010";98,51
"14898";"pcrparin";15;"boyaca";15537;"paz de rio";"2010";98,21
"14899";"ttdiesti";68;"santander";68190;"cimitarra";"2010";21,16
"14900";"pcrparin";54;"n.santander";54871;"villa caro";"2010";95,59
"14901";"ttdiesti";23;"cordoba";23168;"chima";"2010";23,1
"14902";"pcrparin";5;"antioquia";5467;"montebello";"2010";100
"14903";"ttdiesti";5;"antioquia";5425;"maceo";"2010";14,62
"14904";"rtrmorpu";13;"bolivar";NA;NA;"2010";71,09
"14905";"pcrparin";76;"valle del cauca";76403;"la victoria";"2010";100
"14906";"pcrparin";52;"narino";52210;"contadero";"2010";78,75
"14907";"pcrparin";5;"antioquia";5854;"valdivia";"2010";98,23
"14908";"pcrparin";99;"vichada";99624;"santa rosalia";"2010";91,38
"14909";"rgrtgfec";81;"arauca";NA;NA;"2010";NA
"14910";"pcrparin";5;"antioquia";5607;"retiro";"2010";99,37
"14911";"pbepredg";47;"magdalena";NA;NA;"2010";6,8
"14912";"ttdiesti";91;"amazonas";91536;"puerto arica *";"2010";48,53
"14913";"ttdiesti";5;"antioquia";5887;"yarumal";"2010";14,6
"14914";"pcrparin";76;"valle del cauca";76845;"ulloa";"2010";100
"14915";"ttdiesti";68;"santander";68500;"oiba";"2010";21,87
"14916";"ttdiesti";94;"guainia";94886;"cacahual *";"2010";39,63
"14917";"pcrparin";54;"n.santander";54480;"mutiscua";"2010";100
"14918";"pcrparin";23;"cordoba";23419;"los cordobas";"2010";98,15
"14919";"ttdiesti";54;"n.santander";54099;"bochalema";"2010";15,08
"14920";"pcrparin";15;"boyaca";15757;"socha";"2010";100
"14921";"ttdiesti";13;"bolivar";13657;"san juan nepomuceno";"2010";24,22
"14922";"pcrparin";68;"santander";68720;"santa helena del opon";"2010";94
"14923";"ttdiesti";19;"cauca";19698;"santander de quilichao";"2010";17,55
"14924";"ttdnesti";99;"vichada";NA;NA;"2010";NA
"14925";"ttdiesti";15;"boyaca";15542;"pesca";"2010";18,75
"14926";"pcrparin";41;"huila";41668;"san agustin";"2010";95,1
"14927";"igrtgfec";81;"arauca";NA;NA;"2010";NA
"14928";"ttdiesti";25;"cundinamarca";25307;"girardot";"2010";12,23
"14929";"pbrmivih";54;"n.santander";NA;NA;"2010";5,9
"14930";"pcrparin";15;"boyaca";15109;"buenavista";"2010";96,67
"14931";"pcrparin";86;"putumayo";86571;"puerto guzman";"2010";93,05
"14932";"pbehtaco";94;"guainia";NA;NA;"2010";NA
"14933";"pcrparin";15;"boyaca";15808;"tinjaca";"2010";100
"14934";"pcrparin";5;"antioquia";5237;"don matias";"2010";99,61
"14935";"ttdiesti";15;"boyaca";15104;"boyaca";"2010";19,54
"14936";"pcrparin";70;"sucre";70708;"san marcos";"2010";99,59
"14937";"ttdiesti";81;"arauca";NA;NA;"2010";26,35803046
"14938";"pcrparin";68;"santander";68169;"charta";"2010";100
"14939";"pcrparin";13;"bolivar";13140;"calamar";"2010";97,83
"14940";"pcrparin";25;"cundinamarca";25326;"guatavita";"2010";98,8
"14941";"rgrtgfec";23;"cordoba";NA;NA;"2010";NA
"14942";"pcrparin";20;"cesar";20787;"tamalameque";"2010";98,18
"14943";"pcrparin";68;"santander";68318;"guaca";"2010";97,47
"14944";"pbehtaco";52;"narino";NA;NA;"2010";NA
"14945";"pcrparin";18;"caqueta";18860;"valparaiso";"2010";99,17
"14946";"ttdiesti";85;"casanare";85300;"sabanalarga";"2010";28,57
"14947";"pcrparin";15;"boyaca";15839;"tutaza";"2010";93,75
"14948";"ttdiesti";70;"sucre";70110;"buenavista";"2010";20,93
"14949";"pcrparin";66;"risaralda";66170;"dosquebradas";"2010";99,76
"14950";"pcrparin";15;"boyaca";15778;"sutatenza";"2010";97,67
"14951";"ttdiesti";68;"santander";68264;"encino";"2010";17,58
"14952";"pbepredc";19;"cauca";NA;NA;"2010";23
"14953";"ttdiesti";63;"quindio";63272;"filandia";"2010";11,89
"14954";"pcrparin";5;"antioquia";5585;"puerto nare";"2010";99,42
"14955";"ttdiesti";17;"caldas";17042;"anserma";"2010";9,89
"14956";"ttdiesti";85;"casanare";85410;"tauramena";"2010";31,04
"14957";"ttdiesti";17;"caldas";17380;"la dorada";"2010";14,03
"14958";"pcrparin";25;"cundinamarca";25592;"quebradanegra";"2010";100
"14959";"pbrmivih";44;"la guajira";NA;NA;"2010";NA
"14960";"pcrparin";25;"cundinamarca";25871;"villagomez";"2010";94,44
"14961";"pcrparin";50;"meta";50370;"uribe";"2010";87,12
"14962";"ttdiesti";8;"atlantico";8137;"campo de la cruz";"2010";28,08
"14963";"ttdiesti";5;"antioquia";5308;"girardota";"2010";9,81
"14964";"pcrparin";15;"boyaca";15425;"macanal";"2010";100
"14965";"ttdiesti";41;"huila";41518;"paicol";"2010";23,74
"14966";"pcrparin";15;"boyaca";15720;"sativanorte";"2010";100
"14967";"ttdiesti";15;"boyaca";15425;"macanal";"2010";15,25
"14968";"ttdiesti";19;"cauca";19022;"almaguer";"2010";30,86
"14969";"pbepredc";17;"caldas";NA;NA;"2010";13,5
"14970";"pcrparin";94;"guainia";94888;"morichal";"2010";NA
"14971";"pcrparin";15;"boyaca";15494;"nuevo colon";"2010";98,57
"14972";"pcrparin";73;"tolima";73352;"icononzo";"2010";99,15
"14973";"ttdiesti";68;"santander";68160;"cepita";"2010";36,31
"14974";"pcrparin";47;"magdalena";47703;"san zenon";"2010";91,79
"14975";"ttdiesti";5;"antioquia";5789;"tamesis";"2010";16,36
"14976";"ttdiesti";76;"valle del cauca";76497;"obando";"2010";14,66
"14977";"pcrparin";54;"n.santander";54518;"pamplona";"2010";99,51
"14978";"ttdiesti";18;"caqueta";18150;"cartagena del chaira";"2010";22,86
"14979";"ttdiesti";5;"antioquia";5129;"caldas";"2010";9,34
"14980";"pbrmivih";50;"meta";NA;NA;"2010";12,5
"14981";"ttdiesti";25;"cundinamarca";25878;"viota";"2010";16,1
"14982";"igrtgfec";19;"cauca";NA;NA;"2010";NA
"14983";"pcrparin";19;"cauca";19300;"guachene";"2010";98,02
"14984";"ttdiesti";44;"la guajira";44847;"uribia";"2010";53,81
"14985";"caelacex";23;"cordoba";NA;NA;"2010";1
"14986";"rgrtgfec";27;"choco";NA;NA;"2010";NA
"14987";"caelacex";27;"choco";NA;NA;"2010";0,7
"14988";"ttdiesti";15;"boyaca";15183;"chita";"2010";33,56
"14989";"ttdiesti";20;"cesar";20443;"manaure";"2010";19,15
"14990";"ttdiesti";25;"cundinamarca";25320;"guaduas";"2010";13,43
"14991";"pbrmivih";66;"risaralda";NA;NA;"2010";33,3
"14992";"pcrparin";15;"boyaca";15804;"tibana";"2010";97,09
"14993";"rtrmorpu";68;"santander";NA;NA;"2010";43,84
"14994";"ptrldeng";97;"vaupes";NA;NA;"2010";NA
"14995";"ttdnesti";13;"bolivar";NA;NA;"2010";27,13821831
"14996";"ttdiesti";15;"boyaca";15097;"boavita";"2010";16,56
"14997";"ptrldeng";41;"huila";NA;NA;"2010";1
"14998";"igrtgfec";20;"cesar";NA;NA;"2010";NA
"14999";"pcrparin";5;"antioquia";5353;"hispania";"2010";100
"15000";"pcrparin";76;"valle del cauca";76250;"el dovio";"2010";90,65
"15001";"pcrparin";66;"risaralda";66045;"apia";"2010";96,53
"15002";"pcrparin";13;"bolivar";13006;"achi";"2010";96,36
"15003";"pcrparin";76;"valle del cauca";76233;"dagua";"2010";98,47
"15004";"ttdiesti";81;"arauca";81065;"arauquita";"2010";25,74
"15005";"ttdiesti";13;"bolivar";13744;"simiti";"2010";20,15
"15006";"pcrparin";73;"tolima";73686;"santa isabel";"2010";96,97
"15007";"pcrparin";54;"n.santander";54398;"la playa";"2010";100
"15008";"pcrparin";5;"antioquia";5819;"toledo";"2010";92,23
"15009";"pcrparin";97;"vaupes";97001;"mitu";"2010";51,54
"15010";"pcrparin";20;"cesar";20550;"pelaya";"2010";98,09
"15011";"ttdiesti";63;"quindio";63190;"circasia";"2010";13,99
"15012";"ttdiesti";13;"bolivar";13673;"santa catalina";"2010";22,02
"15013";"pcrparin";19;"cauca";19743;"silvia";"2010";88,44
"15014";"pcrparin";25;"cundinamarca";25035;"anapoima";"2010";99,47
"15015";"ttdiesti";17;"caldas";17446;"marulanda";"2010";15,61
"15016";"pcrparin";52;"narino";52356;"ipiales";"2010";99,29
"15017";"ttdiesti";27;"choco";27450;"medio san juan";"2010";51,28
"15018";"ttdiesti";13;"bolivar";13810;"tiquisio";"2010";42,67
"15019";"ttdiesti";25;"cundinamarca";25095;"bituima";"2010";15,06
"15020";"ttdiesti";54;"n.santander";54418;"lourdes";"2010";15,5
"15021";"ttdiesti";5;"antioquia";5658;"san jose de la montana";"2010";16,49
"15022";"ttdiesti";70;"sucre";NA;NA;"2010";23,66600278
"15023";"ttdiesti";52;"narino";52233;"cumbitara";"2010";30,74
"15024";"pcrparin";5;"antioquia";5088;"bello";"2010";99,75
