"";"idindicador";"iddepto";"nomdepto";"idmpio";"nommpio";"year";"idindicador"
"8622";"ttdiesti";15;"boyaca";15204;"combita";"2008";23,82
"8623";"ttdiesti";47;"magdalena";47268;"el reten";"2008";20,2
"8624";"pcrparin";91;"amazonas";91263;"el encanto";"2008";53,85
"8625";"ttdiesti";27;"choco";27250;"el litoral del san juan";"2008";39,7
"8626";"ttdiesti";68;"santander";68307;"giron";"2008";12,51
"8627";"pcrparin";25;"cundinamarca";25328;"guayabal de siquima";"2008";100
"8628";"caelacex";17;"caldas";NA;NA;"2008";NA
"8629";"pcrparin";23;"cordoba";23574;"puerto escondido";"2008";99,01
"8630";"ttdiesti";70;"sucre";70204;"coloso";"2008";25,96
"8631";"ttdiesti";99;"vichada";NA;NA;"2008";38,51209172
"8632";"pcrparin";91;"amazonas";91460;"miriti - parana";"2008";60
"8633";"pcrparin";13;"bolivar";13440;"margarita";"2008";99,16
"8634";"ttdiesti";47;"magdalena";47001;"santa marta";"2008";15
"8635";"ttdiesti";5;"antioquia";5315;"guadalupe";"2008";24,39
"8636";"ttdiesti";76;"valle del cauca";76890;"yotoco";"2008";16,48
"8637";"pcrperca";88;"san andres";NA;NA;"2008";99,40758294
"8638";"ttdiesti";20;"cesar";20032;"astrea";"2008";34,84
"8639";"ttdiesti";54;"n.santander";54051;"arboledas";"2008";13,93
"8640";"ttdiesti";76;"valle del cauca";76622;"roldanillo";"2008";13,81
"8641";"pcrparin";73;"tolima";73408;"lerida";"2008";99,08
"8642";"pcrparin";68;"santander";68573;"puerto parra";"2008";98,59
"8643";"ttdiesti";25;"cundinamarca";25286;"funza";"2008";12,43
"8644";"ttdiesti";17;"caldas";17050;"aranzazu";"2008";18,69
"8645";"ttdiesti";15;"boyaca";15776;"sutamarchan";"2008";34,5
"8646";"ttdiesti";41;"huila";41807;"timana";"2008";19,24
"8647";"ttdiesti";15;"boyaca";15897;"zetaquira";"2008";25,51
"8648";"pcrparin";25;"cundinamarca";25290;"fusagasuga";"2008";99,49
"8649";"pcrparin";41;"huila";41676;"santa maria";"2008";97,57
"8650";"cgrnacim";76;"valle del cauca";NA;NA;"2008";21651
"8651";"pcrparin";13;"bolivar";13001;"cartagena";"2008";99,82
"8652";"ttdnesti";5;"antioquia";NA;NA;"2008";21,38732419
"8653";"ttdiesti";68;"santander";68689;"san vicente de chucuri";"2008";18,46
"8654";"ttdiesti";25;"cundinamarca";25372;"junin";"2008";19,71
"8655";"rgrtgfec";47;"magdalena";NA;NA;"2008";NA
"8656";"pcrparin";52;"narino";52233;"cumbitara";"2008";90,1
"8657";"ttdiesti";68;"santander";68679;"san gil";"2008";11,98
"8658";"pbretaia";15;"boyaca";NA;NA;"2008";NA
"8659";"pcrperca";44;"la guajira";NA;NA;"2008";93,5106466
"8660";"ttdiesti";95;"guaviare";95025;"el retorno";"2008";34,64
"8661";"pbepredg";94;"guainia";NA;NA;"2008";NA
"8662";"cgrnacim";81;"arauca";NA;NA;"2008";60377
"8663";"pcrparin";73;"tolima";73547;"piedras";"2008";95,38
"8664";"ttdiesti";25;"cundinamarca";25019;"alban";"2008";16,36
"8665";"pcrparin";17;"caldas";17088;"belalcazar";"2008";97,55
"8666";"pcrparin";54;"n.santander";54673;"san cayetano";"2008";100
"8667";"rtrmorpu";63;"quindio";NA;NA;"2008";29,71
"8668";"ttdiesti";76;"valle del cauca";76823;"toro";"2008";15,33
"8669";"pcrparin";25;"cundinamarca";25805;"tibacuy";"2008";97,78
"8670";"ttdiesti";52;"narino";52215;"cordoba";"2008";39,24
"8671";"pcrparin";54;"n.santander";54377;"la bateca";"2008";97,18
"8672";"ttdiesti";20;"cesar";20238;"el copey";"2008";22,03
"8673";"pcrparin";23;"cordoba";23686;"san pelayo";"2008";100
"8674";"ttdiesti";15;"boyaca";15621;"rondon";"2008";17,51
"8675";"pcrparin";5;"antioquia";5790;"taraza";"2008";99,02
"8676";"pbehtaco";13;"bolivar";NA;NA;"2008";NA
"8677";"pbepredc";63;"quindio";NA;NA;"2008";NA
"8678";"pcrparin";17;"caldas";17524;"palestina";"2008";97,61
"8679";"ttdiesti";15;"boyaca";15106;"briceno";"2008";18,17
"8680";"pcrparin";52;"narino";NA;NA;"2008";94,69548134
"8681";"pcrparin";25;"cundinamarca";25745;"simijaca";"2008";98,81
"8682";"ttdiesti";5;"antioquia";5306;"giraldo";"2008";34,05
"8683";"igrtgfec";23;"cordoba";NA;NA;"2008";NA
"8684";"pgeembar";41;"huila";NA;NA;"2008";NA
"8685";"ttdiesti";25;"cundinamarca";25299;"gama";"2008";21,17
"8686";"pbrmivih";18;"caqueta";NA;NA;"2008";NA
"8687";"ttdiesti";76;"valle del cauca";76306;"ginebra";"2008";13,35
"8688";"pcrparin";68;"santander";68522;"palmar";"2008";100
"8689";"pcrparin";5;"antioquia";5697;"el santuario";"2008";99,01
"8690";"ttdnesti";19;"cauca";NA;NA;"2008";42,88363455
"8691";"pcrparin";76;"valle del cauca";76622;"roldanillo";"2008";100
"8692";"pcrparin";41;"huila";41807;"timana";"2008";98,55
"8693";"pcrparin";15;"boyaca";15814;"toca";"2008";99,37
"8694";"pbehtaco";11;"bogota";NA;NA;"2008";NA
"8695";"pcrparin";8;"atlantico";8421;"luruaco";"2008";99,48
"8696";"ttdiesti";70;"sucre";70124;"caimito";"2008";27,67
"8697";"ttdiesti";68;"santander";68162;"cerrito";"2008";23,9
"8698";"pcrparin";52;"narino";52694;"san pedro de cartago";"2008";97,44
"8699";"ttdiesti";25;"cundinamarca";25473;"mosquera";"2008";11,78
"8700";"pcrparin";68;"santander";68211;"contratacion";"2008";100
"8701";"pcrperca";68;"santander";NA;NA;"2008";98,36055564
"8702";"ttdiesti";20;"cesar";20178;"chiriguana";"2008";20,83
"8703";"ttdiesti";52;"narino";52083;"belen";"2008";21,33
"8704";"ttdiesti";5;"antioquia";5893;"yondo";"2008";22,82
"8705";"pbepredg";20;"cesar";NA;NA;"2008";NA
"8706";"pcrparin";47;"magdalena";47707;"santa ana";"2008";94,39
"8707";"ttdiesti";76;"valle del cauca";76895;"zarzal";"2008";14,95
"8708";"ttdiesti";52;"narino";52694;"san pedro de cartago";"2008";23,25
"8709";"ttdiesti";5;"antioquia";5021;"alejandria";"2008";19,42
"8710";"ttdiesti";8;"atlantico";8606;"repelon";"2008";16,18
"8711";"cgrnacim";11;"bogota";NA;NA;"2008";1725
"8712";"pcrparin";15;"boyaca";15820;"topaga";"2008";96,83
"8713";"ttdiesti";23;"cordoba";NA;NA;"2008";26,55646732
"8714";"pcrparin";54;"n.santander";54313;"gramalote";"2008";90,43
"8715";"ttdiesti";68;"santander";68327;"guepsa";"2008";21,27
"8716";"pbepredc";76;"valle del cauca";NA;NA;"2008";NA
"8717";"ttdiesti";25;"cundinamarca";25898;"zipacon";"2008";19,71
"8718";"pcrparin";68;"santander";68549;"pinchote";"2008";100
"8719";"ttdiesti";25;"cundinamarca";25777;"supata";"2008";17,45
"8720";"ttdiesti";68;"santander";68255;"el playon";"2008";20,61
"8721";"pcrparin";73;"tolima";73349;"honda";"2008";96,83
"8722";"ttdiesti";13;"bolivar";13468;"mompos";"2008";26,49
"8723";"pcrparin";18;"caqueta";18753;"san vicente del caguan";"2008";91,96
"8724";"ttdiesti";20;"cesar";20175;"chimichagua";"2008";27,8
"8725";"rtrmorpu";17;"caldas";NA;NA;"2008";111,97
"8726";"ttdiesti";68;"santander";68217;"coromoro";"2008";22,53
"8727";"ttdiesti";5;"antioquia";5266;"envigado";"2008";7,7
"8728";"pbehtaco";23;"cordoba";NA;NA;"2008";NA
"8729";"rtrmorpu";97;"vaupes";NA;NA;"2008";0
"8730";"ttdiesti";15;"boyaca";15135;"campohermoso";"2008";21,25
"8731";"ttdiesti";25;"cundinamarca";NA;NA;"2008";14,6420095
"8732";"pcrparin";68;"santander";68770;"suaita";"2008";100
"8733";"pcrparin";15;"boyaca";15001;"tunja";"2008";99,63
"8734";"ctrmormt";91;"amazonas";NA;NA;"2008";4
"8735";"pcrparin";25;"cundinamarca";25862;"vergara";"2008";100
"8736";"ptrldeng";70;"sucre";NA;NA;"2008";0
"8737";"pcrparin";63;"quindio";63212;"cordoba";"2008";100
"8738";"ttdiesti";85;"casanare";85015;"chameza";"2008";26,1
"8739";"ptrldeng";81;"arauca";NA;NA;"2008";0
"8740";"pcrparin";68;"santander";68418;"los santos";"2008";97,12
"8741";"ttdiesti";41;"huila";41244;"elias";"2008";18,4
"8742";"ttdiesti";52;"narino";52788;"tangua";"2008";25,26
"8743";"ttdiesti";47;"magdalena";47053;"aracataca";"2008";19,38
"8744";"ptrldeng";68;"santander";NA;NA;"2008";0,2
"8745";"pcrparin";41;"huila";41551;"pitalito";"2008";96,56
"8746";"ttdiesti";8;"atlantico";8770;"suan";"2008";19,89
"8747";"ttdiesti";44;"la guajira";44560;"manaure";"2008";54,38
"8748";"pcrparin";15;"boyaca";15522;"panqueba";"2008";100
"8749";"pgeembar";8;"atlantico";NA;NA;"2008";NA
"8750";"ttdnesti";76;"vaupes";NA;NA;"2008";NA
"8751";"ttdiesti";5;"antioquia";5647;"san andres de cuerquia";"2008";18,17
"8752";"ttdiesti";15;"boyaca";15362;"iza";"2008";14,79
"8753";"ttdiesti";25;"cundinamarca";25398;"la pena";"2008";24,98
"8754";"ttdiesti";5;"antioquia";5890;"yolombo";"2008";17,02
"8755";"ttdiesti";47;"magdalena";47692;"san sebastian de buenavista";"2008";15,58
"8756";"pcrparin";18;"caqueta";18256;"el paujil";"2008";98,96
"8757";"ttdiesti";52;"narino";52687;"san lorenzo";"2008";21,71
"8758";"ttdiesti";20;"cesar";20045;"becerril";"2008";25,14
"8759";"pcrparin";25;"cundinamarca";25288;"fuquene";"2008";98,39
"8760";"pcrparin";76;"valle del cauca";76834;"tulua";"2008";99,69
"8761";"ttdiesti";76;"valle del cauca";76147;"cartago";"2008";14,79
"8762";"ttdiesti";44;"la guajira";44855;"urumita";"2008";14,8
"8763";"ttdiesti";41;"huila";41483;"nataga";"2008";19,38
"8764";"pcrparin";73;"tolima";NA;NA;"2008";96,47591335
"8765";"ttdiesti";5;"antioquia";5615;"rionegro";"2008";9,89
"8766";"ttdiesti";47;"magdalena";47745;"sitionuevo";"2008";32,88
"8767";"pcrparin";50;"meta";50568;"puerto gaitan";"2008";84,24
"8768";"pcrparin";25;"cundinamarca";25148;"caparrapi";"2008";97,42
"8769";"pcrparin";25;"cundinamarca";25736;"sesquile";"2008";99,46
"8770";"ctrmormt";88;"san andres";NA;NA;"2008";0
"8771";"pcrparin";85;"casanare";85279;"recetor";"2008";94,44
"8772";"pcrparin";20;"cesar";NA;NA;"2008";96,17613528
"8773";"pcrparin";23;"cordoba";23586;"purisima";"2008";98,98
"8774";"pcrparin";15;"boyaca";15272;"firavitoba";"2008";100
"8775";"ttdiesti";5;"antioquia";5059;"armenia";"2008";20,05
"8776";"pcrparin";25;"cundinamarca";25307;"girardot";"2008";99,87
"8777";"ttdiesti";27;"choco";NA;NA;"2008";46,04607246
"8778";"ttdiesti";68;"santander";68211;"contratacion";"2008";18,53
"8779";"pcrparin";5;"antioquia";5842;"uramita";"2008";92,97
"8780";"pcrparin";41;"huila";NA;NA;"2008";95,52906835
"8781";"ttdiesti";66;"risaralda";66400;"la virginia";"2008";17,63
"8782";"pcrparin";41;"huila";41349;"hobo";"2008";97,27
"8783";"ttdiesti";18;"caqueta";18460;"milan";"2008";29,8
"8784";"pcrparin";25;"cundinamarca";25168;"chaguani";"2008";100
"8785";"ttdiesti";50;"meta";50270;"el dorado";"2008";23,04
"8786";"ptrldeng";17;"caldas";NA;NA;"2008";0
"8787";"ttdiesti";50;"meta";50568;"puerto gaitan";"2008";61,35
"8788";"pcrperca";76;"valle del cauca";NA;NA;"2008";99,13046359
"8789";"pcrparin";70;"sucre";70204;"coloso";"2008";99,11
"8790";"pcrrncpn";20;"cesar";NA;NA;"2008";84,77
"8791";"pcrparin";15;"boyaca";15621;"rondon";"2008";96,88
"8792";"pcrparin";15;"boyaca";15212;"coper";"2008";100
"8793";"ttdiesti";52;"narino";52256;"el rosario";"2008";32,65
"8794";"ctrmormt";85;"casanare";NA;NA;"2008";4
"8795";"ttdiesti";73;"tolima";73152;"casabianca";"2008";23,46
"8796";"pcrparin";66;"risaralda";66594;"quinchia";"2008";95,5
"8797";"ptrldeng";99;"vichada";NA;NA;"2008";0
"8798";"pcrparin";25;"cundinamarca";25317;"guacheta";"2008";99,13
"8799";"pcrparin";5;"antioquia";5686;"santa rosa de osos";"2008";98,42
"8800";"pcrparin";91;"amazonas";91669;"puerto santander";"2008";91,67
"8801";"ttdiesti";27;"choco";27745;"sipi";"2008";29,44
"8802";"pbehtaco";20;"cesar";NA;NA;"2008";NA
"8803";"pcrperca";17;"caldas";NA;NA;"2008";98,5683436
"8804";"pcrparin";25;"cundinamarca";25335;"guayabetal";"2008";98,65
"8805";"ttdiesti";27;"choco";27413;"lloro";"2008";60,96
"8806";"pcrparin";68;"santander";68397;"la paz";"2008";94,83
"8807";"pgeembar";20;"cesar";NA;NA;"2008";NA
"8808";"ttdiesti";99;"vichada";99773;"cumaribo";"2008";46,64
"8809";"pcrparin";8;"atlantico";8549;"piojo";"2008";100
"8810";"ttdiesti";41;"huila";41359;"isnos";"2008";24,44
"8811";"pcrparin";15;"boyaca";15480;"muzo";"2008";97,71
"8812";"igrtgfec";27;"choco";NA;NA;"2008";NA
"8813";"ttdiesti";68;"santander";68318;"guaca";"2008";20,36
"8814";"caelacex";91;"amazonas";NA;NA;"2008";NA
"8815";"ttdiesti";73;"tolima";73873;"villarrica";"2008";25,88
"8816";"ctrmormt";52;"narino";NA;NA;"2008";17
"8817";"cgrnacim";63;"quindio";NA;NA;"2008";21615
"8818";"ttdiesti";25;"cundinamarca";25841;"ubaque";"2008";14,58
"8819";"ttdiesti";18;"caqueta";18479;"morelia";"2008";20,7
"8820";"ttdiesti";25;"cundinamarca";25875;"villeta";"2008";15,53
"8821";"pgeembar";94;"guainia";NA;NA;"2008";NA
"8822";"pcrparin";70;"sucre";70124;"caimito";"2008";96,25
"8823";"ttdiesti";19;"cauca";19450;"mercaderes";"2008";22,25
"8824";"pcrrncpn";88;"san andres";NA;NA;"2008";90,64
"8825";"pcrparin";13;"bolivar";13300;"hatillo de loba";"2008";100
"8826";"ttdiesti";54;"n.santander";54520;"pamplonita";"2008";11,56
"8827";"pbehtaco";85;"casanare";NA;NA;"2008";NA
"8828";"ttdiesti";13;"bolivar";13667;"san martin de loba";"2008";35,36
"8829";"pcrparin";68;"santander";68179;"chipata";"2008";98,63
"8830";"ttdiesti";81;"arauca";81220;"cravo norte";"2008";33,56
"8831";"pcrparin";99;"vichada";99524;"la primavera";"2008";67,58
"8832";"pcrparin";25;"cundinamarca";25781;"sutatausa";"2008";98,86
"8833";"ttdiesti";52;"narino";52490;"olaya herrera";"2008";32,6
"8834";"ttdiesti";73;"tolima";73563;"prado";"2008";21,8
"8835";"ttdiesti";25;"cundinamarca";25317;"guacheta";"2008";17,99
"8836";"pcrparin";8;"atlantico";8137;"campo de la cruz";"2008";98,08
"8837";"ptrldeng";52;"narino";NA;NA;"2008";0
"8838";"ttdiesti";54;"n.santander";54480;"mutiscua";"2008";17,31
"8839";"ttdiesti";8;"atlantico";8558;"polonuevo";"2008";23,21
"8840";"ttdiesti";68;"santander";68533;"paramo";"2008";14,41
"8841";"ttdiesti";17;"caldas";17088;"belalcazar";"2008";17,86
"8842";"pcrparin";63;"quindio";NA;NA;"2008";99,30173823
"8843";"ttdiesti";52;"narino";52051;"arboleda";"2008";31,78
"8844";"pcrparin";73;"tolima";73026;"alvarado";"2008";94,31
"8845";"pcrparin";81;"arauca";81065;"arauquita";"2008";84,81
"8846";"pcrparin";76;"valle del cauca";76246;"el cairo";"2008";100
"8847";"pcrparin";73;"tolima";73226;"cunday";"2008";88,7
"8848";"pbretaia";47;"magdalena";NA;NA;"2008";NA
"8849";"ttdiesti";70;"sucre";70508;"ovejas";"2008";29,83
"8850";"pbrmivih";8;"atlantico";NA;NA;"2008";NA
"8851";"pcrparin";73;"tolima";73622;"roncesvalles";"2008";77,36
"8852";"pbretaia";17;"caldas";NA;NA;"2008";NA
"8853";"ttdnesti";18;"caqueta";NA;NA;"2008";39,0046957
"8854";"ttdiesti";15;"boyaca";15667;"san luis de gaceno";"2008";17,95
"8855";"pbepredc";66;"risaralda";NA;NA;"2008";NA
"8856";"pcrparin";15;"boyaca";15533;"paya";"2008";81,25
"8857";"ttdiesti";88;"san andres";NA;NA;"2008";16,52150201
"8858";"ttdiesti";63;"quindio";63130;"calarca";"2008";14,73
"8859";"ttdiesti";17;"caldas";17442;"marmato";"2008";19,14
"8860";"ttdiesti";94;"guainia";94663;"mapiripana *";"2008";38,85
"8861";"ttdiesti";5;"antioquia";5086;"belmira";"2008";21,54
"8862";"pcrparin";15;"boyaca";15646;"samaca";"2008";98,45
"8863";"pcrparin";17;"caldas";17001;"manizales";"2008";99,51
"8864";"pcrparin";52;"narino";52506;"ospina";"2008";98,31
"8865";"ttdiesti";25;"cundinamarca";25099;"bojaca";"2008";15,01
"8866";"caelacex";13;"bolivar";NA;NA;"2008";NA
"8867";"ttdiesti";68;"santander";68524;"palmas del socorro";"2008";24,81
"8868";"ttdiesti";95;"guaviare";95200;"miraflores";"2008";49,3
"8869";"pcrparin";8;"atlantico";8433;"malambo";"2008";99,84
"8870";"pcrparin";27;"choco";27615;"riosucio";"2008";87,5
"8871";"pcrparin";68;"santander";68162;"el cerrito";"2008";95,89
"8872";"ttdiesti";50;"meta";50223;"cubarral";"2008";20,97
"8873";"ttdiesti";73;"tolima";73275;"flandes";"2008";14,07
"8874";"ttdiesti";15;"boyaca";15223;"cubara";"2008";27,14
"8875";"pcrparin";15;"boyaca";15276;"floresta";"2008";100
"8876";"pcrparin";25;"cundinamarca";25178;"chipaque";"2008";97,14
"8877";"pcrparin";66;"risaralda";66682;"santa rosa de cabal";"2008";99,69
"8878";"ttdiesti";52;"narino";52258;"el tablon de gomez";"2008";20,87
"8879";"ttdiesti";20;"cesar";20295;"gamarra";"2008";19,16
"8880";"pbehtaco";50;"meta";NA;NA;"2008";NA
"8881";"ttdiesti";73;"tolima";73030;"ambalema";"2008";15,63
"8882";"igrtgfec";54;"n.santander";NA;NA;"2008";NA
"8883";"ttdiesti";5;"antioquia";5667;"san rafael";"2008";17,83
"8884";"pbepredg";91;"amazonas";NA;NA;"2008";NA
"8885";"pcrparin";70;"sucre";70265;"guaranda";"2008";96,95
"8886";"pcrparin";20;"cesar";20517;"pailitas";"2008";99,71
"8887";"ttdiesti";94;"guainia";94888;"morichal *";"2008";81,99
"8888";"ttdnesti";95;"guaviare";NA;NA;"2008";NA
"8889";"pbehtaco";97;"vaupes";NA;NA;"2008";NA
"8890";"pcrparin";19;"cauca";19392;"la sierra";"2008";96,77
"8891";"pcrparin";68;"santander";68276;"floridablanca";"2008";99,71
"8892";"pcrparin";41;"huila";41078;"baraya";"2008";84,31
"8893";"ttdiesti";41;"huila";41013;"agrado";"2008";22,98
"8894";"ttdiesti";5;"antioquia";5628;"sabanalarga";"2008";23,68
"8895";"pcrparin";25;"cundinamarca";25123;"cachipay";"2008";98,36
"8896";"pcrparin";73;"tolima";73030;"ambalema";"2008";99,01
"8897";"ttdiesti";68;"santander";68207;"concepcion";"2008";24,26
"8898";"pcrparin";68;"santander";68406;"lebrija";"2008";95,06
"8899";"ttdiesti";66;"risaralda";66170;"dosquebradas";"2008";14,49
"8900";"pcrparin";68;"santander";68533;"paramo";"2008";96,3
"8901";"ttdiesti";19;"cauca";19532;"patia";"2008";20,02
"8902";"ttdiesti";66;"risaralda";66687;"santuario";"2008";17,42
"8903";"pcrparin";15;"boyaca";15686;"santana";"2008";97,83
"8904";"rgrtgfec";44;"la guajira";NA;NA;"2008";NA
"8905";"pcrparin";17;"caldas";17653;"salamina";"2008";98,76
"8906";"ttdiesti";52;"narino";52079;"barbacoas";"2008";32,52
"8907";"pcrparin";27;"choco";27001;"quibdo";"2008";98,07
"8908";"ttdiesti";41;"huila";41770;"suaza";"2008";22,3
"8909";"ttdiesti";73;"tolima";73268;"espinal";"2008";17,8
"8910";"ttdiesti";15;"boyaca";15407;"villa de leyva";"2008";14,25
"8911";"pbehtaco";88;"san andres";NA;NA;"2008";NA
"8912";"pcrparin";5;"antioquia";5837;"turbo";"2008";96
"8913";"ttdiesti";13;"bolivar";13873;"villanueva";"2008";37,65
"8914";"pcrparin";5;"antioquia";5679;"santa barbara";"2008";98,37
"8915";"ttdiesti";20;"cesar";20310;"gonzalez";"2008";20,98
"8916";"ttdiesti";68;"santander";68101;"bolivar";"2008";40,03
"8917";"pcrparin";5;"antioquia";5885;"yali";"2008";98,08
"8918";"ttdiesti";76;"valle del cauca";76670;"san pedro";"2008";15,19
"8919";"pcrparin";5;"antioquia";5579;"puerto berrio";"2008";95,72
"8920";"ttdiesti";5;"antioquia";NA;NA;"2008";16,09873742
"8921";"ttdiesti";76;"valle del cauca";76250;"el dovio";"2008";20,74
"8922";"pcrparin";41;"huila";41770;"suaza";"2008";95,74
"8923";"pcrparin";52;"narino";52473;"mosquera";"2008";82,07
"8924";"pgeembar";63;"quindio";NA;NA;"2008";NA
"8925";"pcrrncpn";18;"caqueta";NA;NA;"2008";72,85
"8926";"pbepredc";47;"magdalena";NA;NA;"2008";NA
"8927";"pcrparin";25;"cundinamarca";25506;"venecia";"2008";97,1
"8928";"rgrtgfec";50;"meta";NA;NA;"2008";NA
"8929";"ttdiesti";27;"choco";27245;"el carmen de atrato";"2008";28,49
"8930";"ttdiesti";85;"casanare";85001;"yopal";"2008";18,79
"8931";"ttdiesti";68;"santander";68344;"hato";"2008";21,97
"8932";"ttdiesti";66;"risaralda";66045;"apia";"2008";20,66
"8933";"ttdiesti";73;"tolima";73616;"rioblanco";"2008";31,79
"8934";"ttdiesti";54;"n.santander";54743;"silos";"2008";19,31
"8935";"ttdiesti";54;"n.santander";54239;"durania";"2008";12,73
"8936";"ttdiesti";86;"putumayo";86219;"colon";"2008";18,66
"8937";"ttdiesti";68;"santander";68370;"jordan";"2008";32,36
"8938";"rtrmorpu";25;"cundinamarca";NA;NA;"2008";40,13
"8939";"ttdiesti";18;"caqueta";18753;"san vicente del caguan";"2008";24,13
"8940";"ttdiesti";15;"boyaca";15762;"sora";"2008";21,41
"8941";"rtrmorpu";52;"narino";NA;NA;"2008";81,46
"8942";"pcrparin";17;"caldas";17877;"viterbo";"2008";98,73
"8943";"ttdiesti";54;"n.santander";54660;"salazar";"2008";12,81
"8944";"pcrparin";86;"putumayo";86568;"puerto asis";"2008";93,52
"8945";"pbehtaco";8;"atlantico";NA;NA;"2008";NA
"8946";"ttdiesti";73;"tolima";73504;"ortega";"2008";35,33
"8947";"ttdiesti";50;"meta";50226;"cumaral";"2008";22,4
"8948";"ttdiesti";23;"cordoba";23574;"puerto escondido";"2008";34,2
"8949";"ttdiesti";15;"boyaca";15401;"la victoria";"2008";17,6
"8950";"ttdiesti";19;"cauca";19364;"jambalo";"2008";26,79
"8951";"ttdiesti";44;"la guajira";44430;"maicao";"2008";30,11
"8952";"ttdiesti";68;"santander";68079;"barichara";"2008";15,58
"8953";"pcrparin";15;"boyaca";15162;"cerinza";"2008";96,15
"8954";"pcrparin";18;"caqueta";18150;"cartagena del chaira";"2008";97,66
"8955";"ttdiesti";68;"santander";68209;"confines";"2008";18,41
"8956";"cgrnacim";86;"putumayo";NA;NA;"2008";6401
"8957";"igrtgfec";66;"risaralda";NA;NA;"2008";NA
"8958";"ttdiesti";41;"huila";41378;"la argentina";"2008";19,74
"8959";"ttdiesti";76;"valle del cauca";76403;"la victoria";"2008";14,26
"8960";"ttdiesti";5;"antioquia";5282;"fredonia";"2008";14,89
"8961";"ttdiesti";13;"bolivar";13160;"cantagallo";"2008";18
"8962";"ttdiesti";25;"cundinamarca";25377;"la calera";"2008";12,74
"8963";"ttdiesti";25;"cundinamarca";25483;"narino";"2008";18,68
"8964";"ttdiesti";19;"cauca";19300;"guachene(1)";"2008";26,52
"8965";"pbrmivih";5;"antioquia";NA;NA;"2008";NA
"8966";"ttdiesti";73;"tolima";NA;NA;"2008";20,10679307
"8967";"ttdiesti";23;"cordoba";23586;"purisima";"2008";22,56
"8968";"pcrparin";15;"boyaca";15842;"umbita";"2008";98,94
"8969";"pcrparin";5;"antioquia";5120;"caceres";"2008";97,77
"8970";"rgrtgfec";20;"cesar";NA;NA;"2008";NA
"8971";"pcrparin";25;"cundinamarca";25772;"suesca";"2008";99,62
"8972";"ttdiesti";15;"boyaca";15763;"sotaquira";"2008";17,17
"8973";"pgeembar";66;"risaralda";NA;NA;"2008";NA
"8974";"ttdiesti";13;"bolivar";NA;NA;"2008";22,79048307
"8975";"pbepredc";95;"guaviare";NA;NA;"2008";NA
"8976";"pcrparin";5;"antioquia";5659;"san juan de uraba";"2008";95,72
"8977";"pcrparin";27;"choco";27075;"bahia solano";"2008";95,88
"8978";"pbrmivih";81;"arauca";NA;NA;"2008";0
"8979";"pcrparin";47;"magdalena";47058;"ariguani";"2008";97
"8980";"ttdiesti";70;"sucre";70235;"galeras";"2008";24,87
"8981";"pcrparin";54;"n.santander";NA;NA;"2008";98,66296553
"8982";"ttdiesti";5;"antioquia";5212;"copacabana";"2008";9,68
"8983";"ctrmormt";13;"bolivar";NA;NA;"2008";32
"8984";"pcrparin";25;"cundinamarca";25799;"tenjo";"2008";99,67
"8985";"ttdiesti";5;"antioquia";5837;"turbo";"2008";24,14
"8986";"ttdiesti";5;"antioquia";5483;"narino";"2008";18,8
"8987";"ttdiesti";5;"antioquia";5038;"angostura";"2008";29,69
"8988";"ttdiesti";91;"amazonas";91798;"tarapaca *";"2008";41,53
"8989";"ctrmormt";8;"atlantico";NA;NA;"2008";29
"8990";"ttdiesti";70;"sucre";70523;"palmito";"2008";19,61
"8991";"pcrparin";68;"santander";68079;"barichara";"2008";98,84
"8992";"pcrparin";20;"cesar";20295;"gamarra";"2008";98,42
"8993";"ttdiesti";25;"cundinamarca";25328;"guayabal de siquima";"2008";14,26
"8994";"ctrmormt";50;"meta";NA;NA;"2008";6
"8995";"pcrparin";85;"casanare";85315;"sacama";"2008";100
"8996";"ttdiesti";68;"santander";68266;"enciso";"2008";20,19
"8997";"ttdiesti";68;"santander";68444;"matanza";"2008";15,48
"8998";"pbepredc";94;"guainia";NA;NA;"2008";NA
"8999";"ttdiesti";5;"antioquia";5591;"puerto triunfo";"2008";20,09
"9000";"pcrparin";97;"vaupes";97511;"pacoa";"2008";27,78
"9001";"ttdiesti";15;"boyaca";15090;"berbeo";"2008";15,98
"9002";"ttdiesti";85;"casanare";85279;"recetor";"2008";32,13
"9003";"pcrparin";52;"narino";52317;"guachucal";"2008";96,33
"9004";"ttdiesti";19;"cauca";19455;"miranda";"2008";17,97
"9005";"ttdiesti";25;"cundinamarca";25862;"vergara";"2008";25,47
"9006";"pcrparin";5;"antioquia";5501;"olaya";"2008";94,74
"9007";"pcrparin";23;"cordoba";23855;"valencia";"2008";98,87
"9008";"ttdiesti";5;"antioquia";5885;"yali";"2008";16,17
"9009";"ttdiesti";15;"boyaca";15516;"paipa";"2008";13,82
"9010";"ttdiesti";66;"risaralda";66001;"pereira";"2008";12,29
"9011";"pcrparin";68;"santander";68327;"guepsa";"2008";96,88
"9012";"pcrparin";54;"n.santander";54670;"san calixto";"2008";98,68
"9013";"ttdiesti";52;"narino";52287;"funes";"2008";25,9
"9014";"pcrparin";5;"antioquia";5154;"caucasia";"2008";99,6
"9015";"ttdiesti";54;"n.santander";54128;"cachira";"2008";11,8
"9016";"ttdiesti";17;"caldas";17513;"pacora";"2008";20,93
